2325,"sequence $left{f{n}right}:f{1}=f{2}=1,f{n}=f{n-1}+f{n-2}(n>2)$, originally recorded according to the ""complete book of abacus"" written by the italian mathematician fibonacci in 1202, if the remainder obtained by dividing each item of the sequence $left{f{n}right}$ by 2 forms a new sequence in the order of the original items $left{a{n}right}$, then the sum of the first 50 items of the sequence $left{a{n}right}$ is",1493,,
1637,"invest in a stock of uniform texture twice, and the points on the upper side are recorded as $a, b.$, then the probability that the equation $x^{2}+ax+b=0$ has a solution $-1$ is",919,1143,
41,"a pig farm makes statistics on the quality of 200 live pigs, and the obtained frequency distribution histogram (each group contains the previous boundary value, excluding the latter boundary value) is shown in the figure, where the quality is $77.5mathrm{~kg} live pigs of $ and above have",1493,1507,1476
2031,"the arrays $1, 2, 3, 4, 5, 6, cdots, n$ are arranged in the form of a triangular array as shown in the figure. according to the above arrangement, $2020$ is the first row of the $underline{qquad}$ in the array. $underline{qquad}$ (left to right) numbers.",218,,
794,"a class randomly selects two players from four players, a, b, c, and d, to participate in the school table tennis competition. the probability that two players a and b are selected exactly is",581,1444,1446
3286,"let set $a={x||x-1|<2}, b=left{ymidy=2^{x}, xin[0,2]right}$, then $acapb=$$underline{qquad}$ .",718,2202,779
3573,"""$sinalpha=cosalpha$"" is $(quad)$ of ""$cos2alpha=0$""",132,30,134
2895,"knowing the complete set $u=mathbf{r}$, set $a=left{xmidx^{2}-3x+2leqslant0right}, b=left{xmid3^{x-1}geqslant1right}$, then $left(complement{ u}aright)capb=$",718,779,36
118,the opposite of 9 is,1626,1634,1334
896,"more than 700,000 people felt the brilliance of ""the first light in the world"" through ""cloud viewing lantern"". the number of 700,000 is expressed in scientific notation as",823,824,825
2026,"the quality index value $z$ of a certain product obeys the normal distribution $nleft(mu,sigma^{2}right)$, and $p(mu-3sigma<z<mu+3sigma)=0.9974$. a user purchased if there are $10000 pieces of this product, then the number of products whose quality index value is outside the interval $(mu-3sigma, mu+3sigma)$ in these $10000$ products is $underline{qquad}$.",1362,,
1847,"in a quiz program for lantern fans, there are 6 defenders and 6 resurrected players. one player from the resurrected players is selected as the attacker, and one player from the defender is selected as the defender. , there are a total of $underline{quad}$ kinds of different forms of defenders.",,,
857,"this year's government work report pointed out that last year's poverty alleviation efforts made decisive achievements, and the number of poor people in rural areas decreased by 11.09 million. the number 11.09 million can be expressed in scientific notation as",823,824,825
430,"in a class of $50$ students in the $2018$ annual adaptive test, the math score is in the $100$~$110$ sub-score with a frequency of $0.2$, then the class of students in this sub-segment has $underline{qquad}$. people.",1031,1030,1032
3304,"it can be shown that ""if $frac{1}{a}>frac{1}{b}$, then $a<b$"" is a false proposition of a set of integers $a, b$ whose values are $underline{qquad} $.",962,748,2065
3053,"it is known that $mathrm{i}$ is an imaginary unit, where $(1+2mathrm{i})z=-mathrm{i}$, then the complex conjugate of the complex number $z$ is",558,568,
2278,"given the set $a={xmid(x-sqrt{7})(x+3)<0}, b={xmid-2<x<$$2sqrt{2}}$, then $acapb=$",718,781,779
1913,"the establishment of fangcang shelter hospitals has played an irreplaceable role in the fight against the new crown pneumonia epidemic. there are seven nurses in the medical team of a fangcang shelter hospital, and each nurse takes turns to arrange a night shift from monday to sunday. ruo jia's night shift is better than c's one day later, ding’s night shift is two days later than wu’s, b’s night shift is three days earlier than geng’s, and ji’s night shift is on thursday, and is exactly in the middle of b and c, then the nurse on friday’s night shift is",953,,
1878,"the constant term in the $left(sqrt{x}+frac{1}{2sqrt[3]{x}}right)^{5}$ expansion is $underline{quad}$ , and the largest coefficient is",339,,
51,"if $a+b=1$, then $a^{2}-b^{2}+2b-2=$",1041,,
2861,"it is known that the corresponding points of complex numbers $z{1}, z{2}$ in the complex plane are $(1,-1), (0,$,1), then $frac{z{1}}{z the complex conjugate of {2}}$ is",558,568,560
3038,"given the set $a={xmidx>1}, b={xmidxgeqslant1}$, then $left(complement{mathbf{r}}aright)capb=$",718,66,779
2671,"the three travel enthusiasts agreed to travel to wuhan, yichang, and huanggang after the epidemic. if the three are equally likely to go to one of the three cities, then the probability that they will choose the same city is",,632,
2833,"knowing the complete set $u=mathbf{r}$, the set $a=left{xmidx^{2}>xright}$, then $complementua=$",66,1759,721
3887,"2. the complex number $z$ satisfies $|z+1-mathrm{i}|=|z|(mathrm{i}$ is the imaginary unit $).$ if the complex number $z$ corresponds to the coordinate of the point in the complex plane as $(x,y)$, then 1",558,,567
2171,"1. given the set $a={xinmathbf{z}mid-3<x<5}, b={ymidy+1>0}$, then the number of elements of $acapb$ is",721,779,
851,"the number of parts processed by a workshop worker on a certain day is only 5, 6, 7, and 8. the figure describes the relevant situation on this day, and now we know that 7 is the only mode of the number of processed parts on this day. suppose there are $x$ workers with 7 machining parts, then",1493,2167,2357
866,"from ma ming, yang hao, lu chang, and jiang kuan, two people are selected to participate in the ""inch grass heart volunteer service team. the probability of picking ma ming and yang hao exactly is:",581,1444,1446
1920,"a student found a line chart of the number of applicants for the national college entrance examination in the past ten years, the number of admissions and the number of applicants for the summer college entrance examination in shandong on wechat. among them, the number of national admissions in 2019 was blocked. he also inquired about the admission rate of the national college entrance examination in the past ten years. the scatter plot of , combined with the information in the figure, determine which of the following statements is correct",1493,1507,
2165,"9. in the expansion of $left(3x-frac{1}{sqrt{x}}right)^{n}$, the sum of the sum of the coefficients and the sum of the binomial coefficients is 128, then",339,340,
2110,"6. shandong yantai apples are famous at home and abroad for their ""correct fruit shape, beautiful color, sweet and crisp flesh, and fragrant aroma"". according to statistics, the diameter of yantai apples (the apples are approximately regarded as spheres) (unit: $mathrm{mm} $) obeys the normal distribution $nleft(80,5^{2}right)$, then the probability that the diameter is within (75,90] is attached: if $xsimnleft(mu,sigma^{2}right)$, then $p(mu-sigma<xleqslantmu+sigma)approx0.6827,p(mu-$$2sigma<xleqslantmu+2sigma)approx0.9545$",1493,1496,
2030,"define the function $f(x)=[x[x]]$, where $[x]$ represents the largest integer not exceeding $x$, for example: $[1.3]=1,[-1.5]=-2,[ 2]=2.$when $xin[0,n)left(ninmathbf{n}^{*}right)$, the value range of $f(x)$ is $a{n}.$ record set $a the number of elements in {n}$ is $a{n}$, then the value of $sum{i=2}^{2000}frac{1}{a{i}-1}$ is $underline{qquad} $.",1362,,
2945,"the complex number $z=(1-mathrm{i})(1-2mathrm{i})(mathrm{i}$ is the imaginary unit $)$, then the conjugate complex number $bar{z}$ of $z$ is in the complex plane the corresponding point in the",558,559,568
603,"district conducted a random survey on the degree of satisfaction with the establishment of a national civilized urban area. the results are shown in the figure. according to this, it can be estimated that among the $750,000 residents in the district, the number of residents who are dissatisfied with the creation of a national civilized urban area is:",1507,1308,1309
1910,"known complete set $u={-2,-1,0,1,2}$, set $a={-2,0,1,2}$, $b={-1,0,1}$, , then $acapcomplement{u}b=$",718,721,
2631,"5. remember that the sum of the even-numbered terms of the expansion of $left(x+frac{1}{2x}right)^{4}$ is $p$, then the minimum value of $p$ is $(quad)$",338,339,340
883,"the laboratory tests the mass of the four components $mathrm{a}, mathrm{b}, mathrm{c}, mathrm{d}$ (unit: g$)$, the part exceeding the standard mass is recorded as a positive number, and the part is less than the standard mass the part is recorded as a negative number, and the component closest to the standard mass is",1334,804,812
2338,"""$a<1$"" is ""$forallx>0,frac{x^{2}+1}{x}geqslanta""$",952,132,30
172,the absolute value of 1.$-3$ is,804,812,1334
3849,9. the chart in the figure records the number of invention patents and basic research expenditures in my country from 2015 to 2019. which of the following statements is correct?,1493,1475,2058
3307,"given that the proposition ""$existsx{0}inmathbf{r},x{0}^{2}-mx{0}+1<0$"" is a false proposition, the value range of the real number $m$ is $underline{ qquad}$.",962,748,2065
3086,"given the set $a={xmidx-1>0}, b={-1,0,1,2}$, then $acap$$b=$",718,1759,779
1638,"the figure is a statistical chart about the physical exercise of a class of students in a week, then the mode and median of the students in this class participating in physical exercise this week are",1493,2165,2167
3566,"suppose $a and b$ are unit vectors, then ""$|a-3b|=|3a+b|$"" is $(quad)$ of ""$aperpb$""",132,30,134
1628,"(2020 sichuan chengdu first clinic, 8) in order to fully fight the epidemic and respond to the government's call for ""suspending classes without stopping school"", a city education bureau issued a notice on online course teaching guidance during the epidemic prevention and control period: starting from february 10, 2020 , the city's primary and secondary schools carry out online course teaching guidance and answering questions in accordance with the teaching plan. this improves the quality and efficiency of online learning for students. a teacher randomly checked the online learning time of 5 students in the ninth grade of a middle school for a week, which were $17 and $18 respectively. , 19, 20, 21$ (unit: hour), then the variance (unit: hour $^{2}$) of the one-week online learning time for these $5$ students is",1493,1086,445
37,the cube root of the real number 8 is,1334,875,876
1848,"in the expansion of the binomial $(sqrt{2}+x)^{9}$, the constant term is $underline{quad}$ the number of terms whose coefficients are rational numbers is",339,,
3585,"the following propositions are given: (1) it is known that $a, binmathrm{r}$, ""$a>1$ and $b>1$"" is a sufficient condition for ""$ab>1$""; (2) the known plane the vector $a,b$, ""$|a|>1,|b|>1$"" is a necessary and insufficient condition of ""$|a+b|>1$""; (3) it is known that $a,binmathrm{ r}$, ""$a^{2}+b^{2}geqslant1$"" is a sufficient and unnecessary condition of ""$|a|+|b|geqslant1$""; the number of correct propositions is $(quad) $",132,30,132
437,"the following is a statistical table of the simulated test scores of all students in the middle school physical education entrance examination in a certain class. each score segment in the table contains the minimum value and does not contain the maximum value. according to the data in the table, we can know that the median of the simulated test scores of the middle school physical education entrance examination in this class is the fractional segment where the number falls is $underline{qquad}$.begin{tabular}{|c|c|c|c|c|c|}hline fractional segment&under 18 points&$18sim22$ points&$22sim26$ points&$26 sim30$ points & 30 points hline number&3&7&9&13&8hlineend{tabular}",2165,2166,1493
3072,"if $x,y$ satisfies the constraints $left{begin{array}{l}yleqslantx,x+yleqslant4,text{then}z=x+2ytext{the maximum value is}ygeqslant-2,end{array}right. $",1622,39,2115
1539,"if $2x^{a+1}y$ and $x^{2}y^{b-1}$ are the same term, then the value of $frac{a}{b}$ is",1483,413,1483
440,"pick a letter at random in the word ""banana"", the probability that the selected letter is ""a"" is $underline{qquad}$.",1444,1446,581
1685,"from the five numbers of $3,0,-1,-2,-3$, a number is randomly selected as the function $y=left(5-m^{2}right)x$ and the equation about $x$ the value of $m$ in $(m+1)x^{2}+mx+1=0$ just makes the graph of the function pass through the first and third quadrants, and the probability that the equation has a real root is",581,1742,
2121,"1. given the set $left.a=|x|x^{2}-6x-7>0right}$, then $c{mathrm{r}}a=$",718,721,66
1930,"the decathlon is a comprehensive men's competition consisting of 10 track and field events such as running, jumping, and throwing. the competition is based on the track and field all-around scoring table formulated by the international athletics federation to score each individual event for athletes, and then the score of each individual event is calculated. add them together, and the one with the most total points is the winner. the following is the radar chart of the individual scores of two athletes a and b in an all-around competition. which of the following statements is wrong?",1493,1507,
2483,"it is known that the complex number $z$ satisfies $z(1+2mathrm{i})=14-3mathrm{i}mid$ (where $mathrm{i}$ is the imaginary unit $)$, then the imaginary part of the complex number $z$ is",558,567,563
2181,"8. 2020 is the year when the goal of building a moderately prosperous society in an all-round way is achieved, and it is also the year when the battle against poverty is fully won. the central government proposes that for the deeply impoverished areas, the main leaders at all levels should be listed to supervise the battle and work hard to achieve comprehensive poverty alleviation. in a certain area, there are 7 3 impoverished villages have not been completely lifted out of poverty, including 3 deeply impoverished villages. now if 3 villages are arbitrarily selected from these 7 impoverished villages for investigation, the probability that at least 2 deeply impoverished villages will be selected is",,579,
2482,"the known set $a=left{xinmathbf{n}midfrac{1}{2}<2^{x+1}<16right},b=left{xmidx^{2}-4x+m=0right}$. if $1inacapb$, then $acupb=$",718,779,36
646,the opposite of $frac{1}{6}$ is,1334,1626,1634
606,"as shown in the figure, there are a total of 12 small squares of the same size, of which the 5 small squares in the shaded part are part of the surface development of a cube. now take any one of the remaining small squares and paint them with shadows, which can form the surface of the cube. the probability of surface expansion is",581,1444,1446
1608,"randomly select a number among the five numbers of $-3,-2,1,2,3$ as the value of $a$ in the quadratic function $y=ax^{2}+4x-2$, then the quadratic function the probability that the function graph opens up is",581,1444,
2557,"3. in order to understand the user's satisfaction with its products, a company surveyed 100 users from regions a and b, respectively, and obtained the user satisfaction in region a and region b according to the user's degree of communication with the product. the histogram of the frequency distribution of ratings, as shown in the figure. if the medians of user satisfaction ratings in region a and region b are $m{1}$, $m{2}$, and the standard deviations are $s{1}, respectively, s{2}$, the following is correct (",1034,2165,35
402,"known real numbers $-frac{1}{2}, 0.16, sqrt{3}, pi, sqrt{25}$, $sqrt[3]{4}$, of which the irrational number is $underline{qquad}$.",1592,481,345
1881,"given $ainmathbf{r}$, if in the expansion of the binomial $(asqrt{x}+1)^{n}$, the sum of the binomial coefficients of all terms is 16, and the sum of the coefficients of all terms is 81, then $n=$ $underline{quad}$, the coefficient containing the $x$ term is",339,,
2074,"set the set $a={1,2,3},b={4,5},m={xmidx=a+b,aina,binb}$, then the number of elements in $m$ is $(quad) $",722,722,
2273,"the negation of the proposition ""$forallxinmathbf{r},x^{3}-x^{2}+1$leqslant0"" is)",962,,
1630,"a class randomly selects two players from four players, a, b, c, and d, to participate in the school table tennis competition. the probability that two players a and b are selected is",919,1331,
2952,"the known sequence $left{a{n}right}$ is an arithmetic sequence with positive numbers, $left{b{n}right}$ is an arithmetic sequence whose tolerance is not 0, and $a{2 }=b{2}, a{8}=b{8}$, then",215,199,708
3163,"let $s{n}$ be the sum of the first $n$ terms of the arithmetic sequence $left{a{n}right}$, if $a{2}=3, a{5}=9$, then $s{ 6}$ is equal to",218,215,
1810,"in the following formulas, the calculation result of $m^{6}$ is",1481,955,1483
2115,"3. in order to meet the acceptance of the national civilized city, a city requires 4 staff members of a certain unit to go to the intersection to assist the traffic police in persuading people to regulate their travel. there are 4 staff members including a and b, who are assigned to 2 different groups as required. the intersections are on duty, and there is at least 1 person at each intersection, then the allocation plan for a and b at the same intersection has a total of 7",,577,
2105,"3. the golomb ruler is a special kind of ruler. the golomb ruler of figure (1) can measure the lengths of $1, 2, 3, 4, 5, and 6 at one time. the golomb ruler of figure $(2)$ the length that cannot be measured in one go is (",1334,1342,
669,"on june 23, 2020, the last global networking satellite of beidou-3 was launched from the xichang satellite launch center. on june 30, it was successfully positioned in a geosynchronous orbit of $3600 $0 km away from the earth. the $36000 $ is in scientific notation the legal representation should be",823,824,825
3028,"let $a,binmathbf{r}$, the infinite sequence $left{a{n}right}$ satisfy, $a{1}=a,a{n+1}=-a{n}^{2}+ba {n}$$-1,ninmathbf{n}^{*}$, then the following statement is incorrect",1354,39,1359
464,"the protein content of $100 gram of fish meat is as shown in the figure, the average protein content of grass carp, carp, and flower chain fish meat per $100 $ gram is $16.8 $ gram, then the protein content of $100 $ gram of carp meat is $underline{qquad}$ grams .",1086,1088,1493
3121,"it is known that the complex number $z=1+amathrm{i}(ainmathbf{r})$, and $z(2+3mathrm{i})$ is a pure imaginary number, where $mathrm{i}$ is an imaginary unit, then $a =$",558,568,
2144,"1. the term ""imaginary number"" was coined by the famous mathematician and philosopher descartes in the 17th century. the concept at that time believed that it was a non-existent number. it was found that the simplest quadratic equation $x^{2}+1= 0$ has no solution in the real number range. it is known that the complex number $z$ satisfies $z^{2}+4mathrm{i}=0(mathrm{i}$ is the imaginary unit $)$, then $|z|=$",558,567,
2542,21-30,1362,,
2312,"6. any complex number $z=a+b$i (where $a, binmathbf{r}, mathrm{i}$ are imaginary units $)$ can be expressed as $z=r(costheta+isintheta)($ where the form of $rgeqslant0, thetainmathbf{r})$ is usually called the triangular form of the complex number $z$. the french mathematician de morpher found: $[r(costheta+operatorname{isin}theta)]^{n}= r^{n}(cosntheta+operatorname{isin}ntheta)left(ninmathbf{n}{+}right)$, we call this conclusion de moivre's theorem. from de moivre's theorem we know that $""n$ is an even number ""is the complex number $left(cosfrac{pi}{4}+mathrm{isin}frac{pi}{4}right)^{n}$ is a pure imaginary number""",558,157,132
663,"in 2020, there was a rare new type of coronavirus epidemic on the occasion of the spring festival. in the face of the sudden disaster, people of all ethnic groups in the country were united to prevent and control the epidemic scientifically. , the output value of the production product is about $152.1 million yuan, and the correct expression of $152.1 million yuan in scientific notation is",823,824,825
2018,"there are 3 balls of white, red and yellow balls of the same shape and size on the table, and the balls of the same color are not distinguished. arrange these 9 balls in a row, there are $underline{qquad}$ kinds of different rows. law. (answer with numbers)",577,578,
2036,"given the set $a={0,1,2,8},b={-1,1,6,8}$, then $acapb=$$underline{qquad}$.",718,,779
2819,"given the set $a={xmidx<2}, b={-1,0,1,2,3}$, then $acapb=$",718,721,779
809,"there are 9 balls in an opaque bag, including 6 red balls and 3 green balls. these balls have no other difference except color. a small ball is randomly drawn from the bag, and the drawn ball is the probability of a red ball is",581,1444,1446
735,"statistics from the national bureau of statistics show that my country's express delivery business income has increased year by year. from 2017$ to $2019$, my country's express delivery business revenue increased from $500 billion to $750 billion. assuming that my country's express delivery business income from $2017$ to $2019$ the average annual growth rate of people is $x$, then the equation can be listed as",1493,461,2052
2146,"4. it is known that there are three items in the infinite arithmetic sequence composed of positive integers are $13, 25, 41$, the following numbers must be the items of the sequence",215,222,
2556,"2. the complex number $z$ satisfies $z(1+mathrm{i})=1-mathrm{i}$, then the imaginary part of the complex number $z$ is equal to (",558,563,
3047,"given the set $a={xinmathbf{r}mid1leqslantxleqslant3}, b=left{xinmathbf{r}midx^{2}geqslant1right}$, then $acupleft(complement{mathrm{r}}bright)=$",66,779,36
2057,"if $4$ people re-stand in a row according to their original position, and there is exactly one person standing in their original position, there are $underline{qquad}$ different standing methods $(quad)$",579,580,
1956,the monthly income of two companies a and b from january to october 2019 is shown in the figure. which of the following statements is correct?,1507,2062,2058
653,"of the following four numbers, the smallest number is",524,2102,1891
1601,"if you take any number from the 10 numbers $1, 2, 3, 4, 5, 6, 7, 8, 9, 10 $, the probability that the number you get is exactly a multiple of 5 is",581,1444,1143
3324,"in the expansion of the binomial $left(sqrt{x}+frac{1}{ax^{2}}right)^{5}(a>0)$, the coefficient of $x^{-5}$ is the same as if the constant terms are equal, the coefficient of the sixth term of the expansion is $underline{qquad}$.",579,338,339
3538,"set the set $m={0,1,2}, n=left{xmidx^{2}-3x+2leqslant0right}$, then $mcapn=$$(quad)$",718,727,779
2936,"it is known that the complex number $z$ satisfies $2+mathrm{i}z=mathrm{i}-z$, then $|z|=$",558,568,567
1606,"this year, an orchard randomly selected 5 loquat trees from three varieties of a, b and c. the average yield of each tree $bar{x}($unit: kg$)$ and variance $s^{2} ($unit:kg$^{2}$) as shown in the following table: begin{tabular}{|c|c|c|c|}hline&a&b&c hline$bar{x}$&45&45&42hline$s^{ 2}$&$1.8$&$2.3$&$1.8$hlineend{tabular}next year, if you are going to choose a loquat tree with high and stable yield from these three varieties for planting, you should choose a variety.",1493,445,1086
877,"since 2019, my country has made key progress in poverty alleviation, and the rural poor population has decreased by 11,090,000. the data 11,090,000 is expressed in scientific notation as",823,824,825
2802,"set the set $a={(x,y)midx+y=2},b=left{(x,y)midy=x^{2}right}$, then $acapb=$",,780,
3022,"known complete set $u={-2,-1,0,1,2,3}$, set $a={-1,0,1},b=$${-1,1,2}$, then $left(complement{u}aright)cupleft(complement{u}bright)=$",36,779,780
1951,"uncle bo zhong ji refers to the order in which brothers are ranked. there are four boys who are quadruplets, and it is difficult to distinguish them by their appearance and clothes. now let them sit randomly in the four boys marked with ""bo"", ""uncle zhong"" and ""ji"". ($ only one person can sit in a seat), then there is exactly one boy whose seat is the same as the actual size, and the probability that the rest are inconsistent is",632,,
1888,"if the coefficient of $x^{4}$ in the expansion of $left(x+frac{a}{sqrt[3]{x}}right)^{8}$ is $-448$, then the real number $a= $",339,,
3939,"1. known complex number $z=(1-2mathrm{i})cdotmathrm{i}(mathrm{i}$ is imaginary unit $)$, then $|z|=(quad)$",558,,567
3284,"let the sum of the first $n$ items of the sequence $left{a{n}right}$ be $s{n}$, if $s{2}=4, a{n+1}=2s{n}+1$ ,$ninmathbf{n}^{*}$, then $a{1}$$underline{qquad}$,$s{5}=$$underline{qquad}$.",199,203,204
154,"1. among the four numbers $0, 1, sqrt{2}, frac{1}{2}$, the irrational number is",1592,1593,1334
1870,"""nine chapters of arithmetic"" chapter 3 ""decay"" introduces the problem of proportional distribution. ""decay"" means proportionally decreasing distribution, and the decreasing proportion (percentage) is usually called ""decay ratio"". for example: known $mathrm {a}, mathrm{b}, mathrm{c}$, the decay ratio of the three people's bonus distribution is $20%$, if a gets 1000 yuan, then b and c get 800 yuan and 640 yuan respectively. .the four technicians a, b, c, and d of a scientific research institute succeeded in tackling key problems, and received a total of 68,780 yuan in unit rewards. if a, b, c, and d are allocated bonuses according to a certain decline ratio, and a and c will receive a total of 36,200 yuan in bonuses yuan, the decay ratio is $underline{quad}$, and the bonus that ding gets is $underline{quad}$.",199,,
797,the value of $(-2)^{3}$ is equal to,1334,1913,1918
2434,the following table is a statistical table of the proportion of operating income and net profit of various electrical appliances of an electrical appliance sales company in 2019: begin{tabular}{|c|c|c|c|c|}hline&air conditioner&refrigerator&small home appliances & other hline operating income ratio&$90.10%$&$4.98%$&$3.82%$&$1.10%$hline net profit ratio&$95.80%$&$-0.48%$&$3.82%$&$0.86%$hlineend {tabular} then which of the following judgments is correct,1493,,
2759,"in the arithmetic sequence $left{a{n}right}$, $a{1}=3, a{2}+a{5}=16$, then the sequence $left{a{n}right}$ the sum of the first 4 terms is",218,215,
2896,"if the complex number $z$ satisfies $(sqrt{3}-mathrm{i})z=midsqrt{3}+mathrm{i}mid$ (where $mathrm{i}$ is the imaginary unit $)$, then the complex number $z the imaginary part of the complex conjugate of $overline{z}$ is",558,567,568
3826,"9. euler's formula $mathrm{e}^{mathrm{x}}=cosx+mathrm{i}sinx($where $mathrm{i}$ is an imaginary unit, $xinmathbf{r})$ is a famous swiss mathematic created by euler, this formula expands the domain of the exponential function to complex numbers and establishes the relationship between the trigonometric function and the exponential function. it occupies a very important position in the theory of complex variables and is known as the genius of mathematics. according to euler pull the formula, the following options are correct",558,2360,552
1937,"my country is the world's largest grain producer. my country's grain output is very high and overall safe. calculated based on a population of 1.4 billion, china's per capita grain output is about 950 catties, which is about 250 catties higher than the world's per capita grain output. the picture below shows china on the website of the national bureau of statistics, from 2010 to 2019, the bar chart of my country's grain output $ ($ unit, ten million tons) and the total population at the end of the year $ ($ unit, ten million people)",1493,1480,
400,"the square of a number is $9$, and this number is $underline{qquad}$.",1041,1042,1334
2597,"7. fractal geometry is a geometry that takes irregular geometric forms as its research object. as shown in the figure, there is a series of curves $p{0}, p{1}, cdots, p{n}, cdots.$ known$ p{0}$ is an equilateral triangle with side length 1, and $p{k+1}$ is obtained by performing the following operations on $p{k}$: equalize each side of $p{k}$ point, take the line segment in the middle part of each side as the side, make an equilateral triangle outward, and then remove the line segment in the middle part $(k=0,1,2,cdots)$. note the perimeter of $p{n}$ for $l{n}$, the area enclosed is $s{n}$. for $forallninmathbf{n}$, the following conclusion is correct",199,204,201
1961,"the line chart shown in the figure shows the salary of a salesperson in a real estate for one year. if the salesperson's annual salary is basically stable in recent years, then",1507,2062,2058
3831,"2. set $mathrm{i}cdotz=4-3mathrm{i}(mathrm{i}$ is the imaginary unit $)$, then the imaginary part of the complex number $z$ is",558,,
2780,"city mobilized the whole city to conduct door-to-door screening of ""four categories"" of confirmed patients with new coronary pneumonia, suspected patients with new coronary pneumonia, fever patients whose new coronary pneumonia could not be clearly ruled out, and close contacts of confirmed patients, and strengthened grid management. settling down in one household and not missing one person. if during the investigation period, 5 people in a certain community are confirmed as ""close contacts of confirmed patients"", now medical staff will randomly carry out nucleic acid tests on these 5 people one by one, as long as one case is positive, then the community is determined as a ""high-risk community"". assuming that the probability of each person being diagnosed is $p (0<$$p<1$) and independent of each other, if $p=p{0}$, at least if 4 people are detected, the probability that the community is determined to be a ""high-risk community"" is the maximum value, then $p{0}=$",1321,641,581
3915,"4. a place arranges 4 staff members to be randomly assigned to 3 villages to participate in the ""poverty alleviation"" assistance activities, and each person only goes to one village, then the probability that each village has at least one staff member is (",,581,577
1657,"the picture below is a line chart of the five math test scores of students a and b. comparing the scores of a and b, which of the following statements is correct?",1493,445,1086
2772,"it is known that $a$ is a real number, and $mathrm{i}$ is an imaginary number unit. if the complex number $z=left(a^{2}-1right)+(a+$1)$mathrm{i}$ is a pure imaginary number, then $ left|frac{a+i^{2020}}{1+i}right|=$",558,568,567
448,"if a uniform dice is thrown at random, and the 6 faces of the dice are engraved with 1, 2, 3, 4, 5, and 6 points respectively, the probability that the number of points is not less than 3 points is",1444,1446,581
2076,"if the sufficient condition for the establishment of the inequality $|x-1|<a$ about $x$ is $0<x<4$, then the value range of the real number $a$ is $(quad)$",132,132,
2160,"3. given that the sequence $left|a{n}right|$ is an arithmetic sequence, and $a{1}=1, a{5}=9$, then the sequence $left{a{n}right}$ first 5 and yes",215,,
3531,"let set $a={xmid(x+1)(x-2)<0}$, set $b={xmid1<x<3}$, then $acupb=$$(quad)$",36,727,781
